text,sentiment
The instructors were catastrophic and sad in their approach.,neg
The inspirational format of the course made it easy to follow.,pos
It's a riveting course with a few pitiful points.,neg
The painful feedback from instructors was not helpful.,neg
The relaxing presentation made learning enjoyable.,pos
The gripping pace of the course kept me engaged.,pos
This course was a shocking learning experience.,neg
I am unhappy with the pitiful effort put into the course.,neg
It's a effective course with a few efficient points.,neg
It's a breathtaking course with a few comforting points.,neg
The shocking presentation made learning difficult.,neg
"Overall, the course is eminent with some proficient elements.",neg
The excruciating quality of the course is lacking.,neg
The fortunate nature of the course was enlightening.,pos
The poor content was poorly presented.,neg
This course is admirable.,pos
I found the course comforting and affluent overall.,pos
The course provided pathetic support and unpleasant resources.,neg
The disappointing approach of the course was lacking.,neg
This course was a painful learning experience.,neg
This course is a hideous blend of theory and practice.,neg
The exceptional nature of the course was enlightening.,pos
The boring examples provided were not useful.,neg
The instructors are wretched and unsatisfactory.,neg
The uninspiring pace of the course made it hard to keep up.,neg
The influential nature of the course was enlightening.,pos
The course was horrific and confusing in its coverage.,neg
I learned a lot from the engrossing explanations provided.,pos
"The course is renewing, but has some thriving aspects.",neg
"The course is fascinating, but has some dismal aspects.",neg
This is a wonderful course with commendable materials.,pos
This course is outstanding.,neg
It's a enthralling course with a few flourishing points.,neg
"The course was woeful, not covering all necessary topics.",neg
The tiresome nature of the course was disappointing.,neg
I was impressed by the renowned quality of the instruction.,pos
I found the course agonizing and abhorrent in its content.,neg
The remarkable feedback from instructors was very helpful.,pos
"The course is agonizing, but has some wealthy aspects.",neg
It's a praiseworthy course with a few transcendent points.,neg
The course has a unfortunate structure and horrendous delivery.,neg
I enjoyed the compelling assignments and gratified projects.,pos
I enjoyed the reputable and sublime nature of the course.,pos
The course was mirthful and remarkable in its coverage.,pos
The absorbing resources provided were comprehensive.,pos
I found this course to be useless.,neg
This is a informative course with edifying materials.,pos
The instructors were tragic and horrendous in their approach.,neg
I was frustrated by the horrific and poor nature of the course.,neg
The great quality of the course is outstanding.,pos
The instructors are outrageous and beastly.,neg
The course was uplifting from start to finish.,pos
The instructors are execrable and nightmarish.,neg
I learned a lot from the cheering explanations provided.,pos
The course was excellent and great throughout.,pos
The course structure was negative and grim.,neg
I found the course abhorrent and outrageous in its content.,neg
"The course provides poor content, though some parts are stupendous.",neg
The terrifying resources provided were lacking.,neg
The course has a lousy structure and shocking delivery.,neg
The course provided spellbinding support and pleasurable resources.,pos
